DATE,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45,I46,I47,I48,I49,I50,I51,I52,I53,I54,I55,I56,I57,I58,I59,I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,I70,I71,I72,I73,I74,I75,I76,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I90,I91,I92,I93,I94,I95,I96
7/25/2015,167.888,160.236,149.517,141.947,140.173,134.305,131.92,127.692,119.941,117.586,115.16,110.448,111.056,107.662,106.77,104.412,103.516,101.897,99.852,98.849,100.623,101.715,100.081,99.99,102.557,99.532,101.71,99.762,106.706,108.01,110.826,113.984,118.537,125.3,135.855,139.239,148.502,148.5,148.588,160.85,160.422,159.092,169.234,180.036,188.116,198.432,203.11,210.795,223.938,229.529,233.617,231.523,248.451,255.599,268.112,271.57,268.968,279.13,280.616,275.727,285.782,285.634,285.252,285.409,304.2,305.053,313.786,309.787,305.3,302.783,304.957,302.971,293.264,295.661,285.262,278.846,273.125,260.133,260.304,259.314,261.509,254.829,258.325,263.363,249.252,251.278,234.621,230.199,228.26,229.875,222.931,222.445,214.066,204.245,195.538,189.251
7/26/2015,174.228,173.746,167.611,158.966,153.907,140.579,134.414,131.045,125.942,124.465,119.404,118.204,115.007,112.137,108.288,112.299,107.88,106.153,104.047,102.445,103.819,104.023,104.988,101.565,104.199,103.905,105.457,106.225,104.215,108.599,109.677,116.934,111.875,121.241,124.126,127.323,130.124,143.054,146.308,151.71,153.249,159.47,160.872,165.761,171.914,180.374,185.484,192.382,200.224,200.852,209.567,216.286,227.264,228.874,238.435,239.339,243.857,248.738,254.88,254.946,257.302,265.874,268.513,268.447,283.843,278.492,273.849,284.652,271.35,275.2,274.954,276.054,277.064,272.197,267.325,258.299,255.149,246.204,238.229,233.833,231.431,238.018,241.49,233.911,235.362,234.171,228.495,229.27,218.807,208.711,201.887,196.238,183.243,180.774,167.105,157.856
7/27/2015,145.841,140.418,136.808,129.575,127.278,122.713,119.603,115.049,113.639,111.737,107.438,103.503,101.22,102.997,98.994,101.655,96.659,95.724,96.6,94.669,96.384,95.931,100.628,102.882,107.433,108.068,114.678,113.153,117.074,116.323,120.387,120.53,120.534,122.377,123.331,125.923,125.14,131.204,135.076,142,142.983,141.098,149.322,153.459,161.195,167.441,174.643,181.01,184.638,185.341,188.476,198.507,195.961,206.327,213.041,225.722,226.56,230.783,232.101,240.878,240.909,246.41,250.262,253.368,248.18,256.457,253.925,263.714,256.487,265.356,271.683,270.265,267.913,269.611,264.213,254.641,250.695,250.755,240.366,231.311,233.201,235.722,238.104,244.654,236.479,225.576,221.087,211.716,208.233,202.706,198.233,189.961,181.605,172.777,163.694,155.254
7/28/2015,149.459,141.265,133.755,127.289,122.831,117.543,113.715,111.853,107.11,103.709,104.238,101.502,97.833,97.153,97.151,95.847,95.473,95.101,96.951,94.968,96.923,98.464,96.823,102.574,107.923,110.348,110.404,112.07,113.716,114.624,116.286,116.593,111.663,114.293,117.807,120.206,119.691,126.006,125.811,130.397,131.862,134.532,143.258,151.987,150.759,158.204,156.283,167.892,175.141,175.642,177.455,187.241,190.028,196.548,201.837,215.649,219.285,217.657,225.428,233.114,236.934,248.556,248.413,254.601,268.552,269.377,278.811,284.549,282.997,285.68,286.85,282.872,285.096,281.642,273.582,270.055,267.802,259.63,251.55,249.745,257.026,256.572,259.792,258.958,246.158,249.16,241.671,236.314,223.672,220.92,210.491,200.028,190.86,183.967,172.843,165.044
7/29/2015,156.358,150.974,141.123,139.429,132.421,126.351,124.684,118.431,114.497,111.954,107.834,107.413,108.24,104.959,105.001,102.896,100.599,100.786,97.523,97.855,102.458,101.485,101.763,102.954,108.227,113.435,113.01,112.439,114.446,116.869,120.687,123.543,122.663,126.586,130.249,122.797,135.242,139.882,136.686,140.596,143.221,149.98,153.267,157.092,157.157,163.027,176.339,181.913,190.914,193.267,198.433,209.582,211.458,222.028,238.264,242.122,244.996,243.778,254.566,267.02,272.294,279.961,274.421,279.508,290.878,297.652,305.244,302.258,307.595,295.268,300.372,300.233,310.461,309.159,293.348,288.708,288.858,280.501,279.152,279.154,268.156,262.292,252.307,257.074,253.585,250.765,243.828,241.86,231.599,219.867,216.17,211.157,200.266,194.422,186.325,181.388
7/30/2015,173.942,169.851,163.14,157.277,148.037,138.091,135.758,131.962,122.954,126.717,120.123,118.729,116.742,113.521,110.83,112.382,107.2,104.644,107.576,107.492,110.079,107.127,106.904,107.696,116.18,116.082,122.545,120.47,132.536,126.708,128.692,130.879,126.411,130.65,129.273,131.058,135.557,137.889,144.392,143.808,153.227,153.043,160.31,163.829,164.435,173.999,176.355,183.936,193.655,203.229,210.088,217.349,226.614,233.449,242.459,246.317,257.861,267.216,271.968,278.624,287.871,283.374,291.303,297.984,308.325,318.918,318.351,327.415,325.843,323.003,318.21,318.508,316.47,316.764,310.416,309.499,300.754,294.132,285.286,286.011,276.007,274.611,276.289,274.414,273.52,263.573,259.523,260.223,250.612,243.824,233.02,224.097,216.778,209.992,197.135,192.894
7/31/2015,178.761,178.881,170.611,155.844,147.33,146.655,136.671,132.99,126.045,122.053,117.383,117.807,115.009,110.3,112.751,110.361,112.134,112.087,106.49,107.593,105.886,107.328,110.523,112.803,121.143,116.946,120.02,122.639,125.604,127.4,131.833,136.839,140.313,144.419,144.266,139.074,143.282,148.469,150.956,156.469,158.56,166.156,173.997,176.581,187.149,194.902,199.972,204.368,220.564,218.305,228.239,232.854,244.814,255.727,263.652,269.134,281.156,280.02,295.981,296.344,306.179,318.967,320.444,317.464,321.335,319.133,324.034,334.254,317.264,312.64,315.852,324.919,313.421,311.882,313.228,308.192,302.777,293.519,289.542,279.247,271.728,269.694,267.957,265.781,253.521,253.488,240.439,245.833,234.436,222.407,215.854,212.552,207.723,208.282,201.802,184.448
8/1/2015,178.426,170.178,163.545,154.482,147.296,142.428,139.75,135.212,134.071,125.835,119.954,116.646,114.946,113.445,111.834,112.586,111.831,110.724,109.202,109.203,109.896,109.027,105.455,105.606,109.907,109.169,110.495,114.076,118.114,114.985,116.689,123.803,124.317,130.137,129.498,133.029,135.492,137.437,142.321,145.606,154.869,160.414,164.071,171.807,179.725,187.342,189.302,195.14,202.363,217.436,216.903,223.296,227.279,238.522,242.527,248.722,262.117,265.697,269.171,281.175,280.953,284.734,288.579,283.936,288.607,295.579,296.238,292.037,288.299,278.518,288.833,282.25,280.859,275.267,267.378,258.9,254.267,248.953,246.437,243.648,242.495,242.921,245.143,246.54,231.406,232.462,228.416,223.576,218.443,205.878,201.609,194.608,194.974,189.622,185.641,177.678
8/2/2015,167.201,158.568,152.195,150.531,143.146,138.435,130.581,129.401,123.667,120.485,117.615,117.664,114.149,110.756,111.376,108.234,105.165,101.241,103.383,101.169,99.378,99.864,99.089,96.528,101.375,100.389,98.982,105.055,105.023,105.465,111.104,111.691,111.54,114.353,122.773,123.066,128.785,137.996,139.696,144.955,142.554,152.966,160.762,162.651,168.009,177.53,185.903,184.968,194.099,201.144,210.295,224.54,230.158,236.764,242.811,258.03,258.123,264.039,268.154,269.067,267.201,275.446,280.253,276.589,287.275,289.875,292.363,297.26,295.461,297.096,285.404,291.359,284.507,287.176,273.439,274.067,265.133,259.069,253.64,245.204,253.823,261.147,254.101,250.17,252.961,252.998,242.216,232.142,220.394,217.789,213.101,217.918,208.201,194.091,186.074,171.508
8/3/2015,159.471,153.348,143.999,134.846,131.441,128.023,120.83,118.013,115.986,111.743,109.372,108.15,106.164,103.859,102.226,102.559,103.93,101.171,97.577,94.771,101.675,98.551,100.951,104.72,111.727,107.775,111.119,114.935,117.08,117.95,122.053,119.776,127.632,128.133,129.848,130.866,134.929,141.226,139.275,146.807,151.551,153.301,162.446,167.633,167.209,173.992,173.832,189.732,191.109,199.27,209.915,225.794,223.352,230.669,240.966,247.488,246.136,248.69,246.423,251.452,257.465,264.406,266.371,273,274.608,283.843,270.814,275.897,277.584,277.238,276.485,272.409,273.911,273.8,261.863,263.155,258.537,251.054,254.487,251.394,255.272,249.557,247.167,248.845,239.009,242.997,234.153,223.926,219.41,214.384,207.337,190.924,182.959,175.632,168.321,159.607
8/4/2015,152.24,144.905,138.262,128.918,126.722,124.75,116.097,116.32,113.475,108.257,109.96,108.442,105.098,106.082,104.152,99.515,101.178,98.353,95.671,95.401,98.155,98.583,101.235,102.331,106.822,108.761,111.665,109.046,112.826,115.82,116.688,119.514,119.544,118.246,122.533,119.813,124.23,129.935,135.61,140.912,146.053,149.482,152.68,160.629,166.86,173.823,181.712,183.575,194.746,195.207,206.946,213.894,220.228,237.091,243.063,241.997,251.277,255.875,259.667,265.081,267.315,270.533,277.037,281.603,297.652,293.954,298.884,303.587,303.95,303.974,302.846,303.325,291.811,294.422,299.889,283.826,277.549,271.296,269.245,268.379,262.202,262.26,260.66,254.344,247.928,248.897,245.283,244.45,234.682,228.363,223.835,208.129,203.55,193.594,187.684,178.458
8/5/2015,164.565,159.824,151.447,143.889,135.588,131.593,129.049,126.784,122.68,118.274,112.105,113.53,109.098,107.566,104.687,107.017,101.937,101.554,102.299,102.722,103.366,105.323,105.311,108.426,112.767,115.692,114.763,114.982,122.467,124.227,125.787,127.492,132.945,136.306,134.467,139.71,142.451,151.82,151.386,155.886,164.42,173.841,175.109,178.16,184.422,194.151,196.958,209.827,214.348,217.297,232.274,245.474,252.231,264.903,266.654,271.747,274.733,289.951,286.888,291.59,295.273,301.701,301.472,306.098,312.481,317.9,311.964,317.565,320.064,319.943,310.825,311.803,298.364,296.033,291.194,292.958,288.367,280.977,275.536,267.315,271.287,278.322,271.223,267.505,264.72,258.39,251.253,248.628,236.593,223.722,224.225,217.672,210.127,206.581,192.604,180.591
8/6/2015,176.839,171.204,158.529,150.693,145.572,140.852,135.466,128.683,125.639,122.744,119.358,114.901,118.3,115.9,116.732,114.321,112.431,109.623,107.816,106.937,108.134,106.989,106.386,106.266,113.691,114.444,117.178,116.774,118.599,124.412,129.01,132.245,127.849,132.289,131.727,131.719,136.521,138.632,143.893,146.31,151.692,156.493,163.372,166.003,173.844,178.847,184.608,195.513,200.196,205.397,213.382,215.802,225.088,226.113,230.667,224.642,236.076,228.872,239.809,238.13,251.441,250.296,257.13,264.344,271.941,271.702,266.874,260.262,261.767,258.048,265.451,258.973,259.394,262.795,254.878,264.849,256.973,250.263,242.906,244.869,242.056,241.141,243.416,239.919,244.715,235.138,231.751,221.455,219.129,214.269,204.161,207.636,200.149,186.121,176.413,168.049
8/7/2015,157.462,156.26,152.99,141.332,132.545,131.785,124.888,119.132,119.562,116.908,110.982,110.926,104.696,102.566,105.655,103.267,100.82,98.379,98.311,98.292,97.325,102.341,98.315,102.798,107.542,110.735,110.806,115.539,117.13,119.801,121.347,124.344,128.774,126.432,125.073,125.76,128.307,135.776,137.223,137.38,139.839,139.842,147.22,151.022,158.228,158.848,168.76,171.053,175.172,176.711,186.255,189.09,193.354,199.808,200.524,206.807,206.063,217.678,221.411,230.243,231.183,232.224,237.619,235.772,236.937,229.547,230.081,227.663,232.954,236.369,245.075,242.684,242.527,240.25,234.717,242.935,238.477,231.713,216.991,210.801,211.035,211.877,213.075,203.573,205.675,204.135,200.218,196.041,185.183,182.062,175.858,168.691,162.799,156.407,150.511,148.373
8/8/2015,138.596,132.522,130.826,128.171,122.031,112.784,113.618,111.35,110.879,105.172,103.323,101.683,99.157,98.435,97.06,95.845,96.036,93.793,94.583,93.962,94.566,94.864,94.569,93.869,97.452,94.246,96.681,100.744,100.733,105.157,108.172,110.741,113.559,119.367,119.278,123.732,125.387,127.915,129.686,132.563,136.84,135.037,141.505,142.723,147.309,151.401,155.149,153.93,155.216,158.803,164.574,171.58,173.458,176.549,182.791,193.238,198.024,198.305,206.603,214.498,216.824,219.879,222.004,222.406,226.73,224.998,227.473,231.858,228.627,230.718,228.831,229.982,227.856,225.93,217.041,210.784,202.941,201.285,206.524,203.487,198.8,196.386,194.678,195.701,193.164,189.026,188.414,179.291,176.892,173.605,168.372,169.339,163.591,159.824,156.639,146.401
8/9/2015,141.755,132.666,128.762,123.009,117.918,113.389,107.59,105.133,100.55,97.992,96.211,96.379,92.392,92.464,90.428,92.937,90.457,89.528,88.829,89.54,88.386,87.547,86.87,86.353,89.453,90.679,92.873,93.99,94.765,96.034,101.293,100.061,101.358,106.264,110.677,115.367,119.275,119.26,125.788,128.193,129.781,130.717,133.205,138.93,140.089,138.455,140.044,140.934,145.999,152.176,155.462,155.498,160.197,164.172,169.072,179.583,184.502,192.938,198.135,206.227,207.733,206.548,213.705,205.961,205.532,212.338,215.714,221.633,218.75,218.214,217.986,215.404,212.167,206.867,200.154,200.376,193.903,185.977,185.636,187.021,193.924,190.031,192.042,194.994,193.174,193.276,190.021,187.358,178.378,172.116,164.548,156.251,151.586,143.798,138.255,131.518
8/10/2015,127.367,123.204,116.729,113.47,106.281,105.216,99.681,98.373,95.966,94.911,93.746,91.424,90.475,89.971,87.884,88.771,87.094,85.583,84.922,86.517,86.107,88.075,91.333,93.956,96.332,101.934,103.938,104.935,109.178,109.853,108.533,107.578,113.298,114.908,115.507,114.624,116.63,120.134,118.74,117.77,122.458,120.47,119.642,122.312,126.983,135.212,135.472,137.601,139.533,141.219,140.87,146.294,149.277,150.125,151.802,158.405,164.847,169.766,170.119,175.491,180.824,185.021,188.402,188.065,189.964,197.907,198.304,198.762,204.483,204.835,209.878,201.521,199.981,199.305,193.412,194.288,185.747,185.45,176.557,182.459,186.178,191.048,188.662,187.499,182.65,181.874,173.918,174.119,167.58,161.385,159.024,152.632,148.885,143.185,137.273,127.26
8/11/2015,125.102,120.116,110.914,113.95,109.823,109.493,104.34,103.504,100.733,99.986,96.62,94.377,91.91,93.221,90.608,93.523,89.905,88.385,90.168,88.233,91.273,96.733,94.3,98.488,100.866,101.592,102.782,107.213,110.007,112.973,113.33,110.411,112.528,115.412,118.856,118.509,126.454,126.612,123.697,122.785,124.158,122.611,127.705,130.909,136.775,141.355,146.277,141.834,147.522,151.939,156.333,156.999,162.837,168.512,175.486,179.214,179.027,189.248,194.372,199.202,199.068,208.274,215.234,222.936,225.646,228.171,235.103,236.541,242.025,240.109,239.808,236.977,238.862,228.211,233.553,227.122,220.219,213.178,210.398,212.037,214.827,219.706,214.984,209.518,207.05,201.901,199.41,193.411,189.408,179.769,177.269,169.823,161.366,154.983,150.472,143.188
8/12/2015,127.603,123.397,120.207,122.397,116.32,113.92,108.858,107.509,104.102,103.019,98.132,94.836,92.999,94.253,89.886,90.431,91.4,88.736,89.584,89.036,92.456,91.064,96.387,94.811,99.527,105.305,105.881,107.227,107.787,110.563,116.394,118.117,117.892,123.383,123.854,125.084,127.195,134.203,134.605,133.648,137.986,143.623,148.73,156.616,158.72,163.511,170.81,171.531,180.771,185.533,190.906,200.852,199.137,209.668,217.799,227.835,236.071,241.684,248.573,259.746,259.871,270.814,279.076,287.247,294.531,293.652,287.195,294.389,293.466,292.822,298.242,298.6,288.983,296.119,296.138,290.869,271.807,268.844,262.186,260.254,262.11,262.202,263.228,256.044,255.54,255.61,247.313,235.232,226.557,216.442,210.699,206.662,190.723,180.943,177.66,163.507
8/13/2015,133.17,130.153,124.328,133.179,129.528,121.386,120.032,117.049,111.628,106.61,104.24,102.336,101.924,101.15,100.702,97.492,95.461,94.798,98.221,95.873,97.159,97.223,97.582,102.259,106.561,105.587,109.499,110.127,112.011,115.866,122.114,118.639,123.025,125.465,130.875,130.87,139.487,147.15,147.568,148.917,153.204,161.4,164.035,173.409,181.592,186.949,196.177,203.166,218.815,226.574,232.636,239.009,250.127,263.519,264.103,273.91,281.214,282.753,285.202,295.043,307.701,306.182,309.509,312.919,315.684,318.903,324.579,330.981,338.608,334.182,332.09,327.142,325.554,326.498,320.14,316.57,306.359,298.887,295.862,300.616,305.891,305.905,298.248,294.416,290.157,283.021,281.062,272.082,257.274,253.421,244.725,230.536,219.549,210.121,202.497,195.244
8/14/2015,158.422,153.52,145.109,161.464,153.867,148.204,143.868,139.649,133.813,129.593,125.628,123.08,122.266,126.481,118.745,118.923,113.631,111.639,111.679,110.366,106.464,111.538,110.246,111.069,118.767,115.807,116.647,121.252,125.4,125.352,126.483,125.854,139.423,144.503,148.066,152.052,151.371,159.678,166.063,171.808,175.515,181.889,193.549,208.174,212.098,221.352,226.002,242.007,256.234,267.793,279.774,291.426,296.735,297.782,307.303,319.78,330.291,334.292,340.9,350.428,342.024,356.447,357.17,357.458,362.792,358.077,364.955,365.285,373.507,358.08,363.465,362.964,357.439,349.462,351.956,343.761,329.573,328.61,325.789,329.742,322.589,323.136,308.213,316.077,303.621,301.382,283.658,294.671,283.476,271.795,262.236,250.709,234.426,227.813,217.379,214.833
8/15/2015,181.185,173.946,162.34,175.377,171.596,171.044,160.398,156.978,152.959,142.087,143.602,137.195,131.982,132.502,129.324,125.075,123.566,119.35,120.087,121.139,120.157,121.419,116.132,114.057,117.312,118.331,116.875,119.179,121.348,127.045,133.162,137.269,144.694,150.26,153.766,156.8,157.467,172.701,178.719,188.119,201.62,222.196,222.535,227.764,243.206,250.814,264.865,274.662,288.367,297.287,313.932,327.72,330.614,350.434,359.724,364.87,374.061,380.81,384.318,391.995,397.52,404.406,406.487,419.942,418.39,411.324,408.276,407.221,399.836,379.798,383.974,383.707,387.904,387.573,369.686,361.811,339.258,336.569,327.357,327.278,326.924,319.974,313.052,316.116,307.403,301.49,304.003,297.791,290.62,289.334,274.244,265.98,257.839,247.645,239.34,224.812
8/16/2015,227.702,214.404,204.581,185.77,173.644,173.17,166.996,165.35,160.91,153.436,150.446,146.465,142.232,135.973,134.66,130.499,127.726,130.544,127.728,128.215,127.991,126.55,125.336,120.061,119.219,119.711,116.31,121.629,124.357,129.508,132.605,142.739,146.083,154.896,157.48,167.522,181.652,184.12,194.329,209.429,219.427,230.61,234.685,253.152,256.232,270.943,291.656,299.137,317.755,315.282,325.189,335.178,350.848,368.302,374.538,381.909,385.462,383.18,394.449,398.739,406.114,409.139,414.91,412.353,408.475,415.774,414.584,404.257,410.55,397.129,410.45,396.658,399.657,390.867,391.635,377.582,364.204,363.231,361.659,353.921,360.381,366.853,357.038,361.314,356.045,348.518,345.712,341.844,322.609,314.515,309.389,284.589,268.597,258.65,245.102,230.365
8/17/2015,221.764,212.554,207.558,206.649,190.578,183.724,180.757,174.31,169.909,162.855,160.358,154.612,148.547,143.407,135.364,141.407,135.745,133.339,133.542,132.387,134.115,137.39,128.949,130.911,137.254,141.129,144.7,143.097,146.03,149.711,152.892,153.456,157.776,163.789,164.026,166.426,171.341,179.89,190.766,192.355,206.149,215.527,216.766,219.655,226.045,238.302,243.593,256.064,265.462,270.915,277.718,284.871,296.019,292.16,297.505,299.513,310.787,314.753,322.636,325.356,337.344,327.547,334.701,333.121,339.152,333.877,336.026,348.569,342.982,340.546,349.042,348.525,343.083,336.563,324.904,322.014,320.428,316.216,300.845,309.159,311.557,303.141,305.792,287.837,295.109,282.525,276.343,265.314,260.203,251.157,243.186,230.143,217.706,206.721,194.258,185.14
8/18/2015,170.874,164.938,162.087,154.608,153.992,147.976,144.707,135.834,135.301,134.308,128.497,130.039,123.247,119.778,121.899,118.889,116.811,117.359,120.574,120.218,120.056,119.256,117.712,120.182,125.33,131.605,138.134,137.912,138.628,140.864,135.525,140.931,144.587,149.47,147.608,150.038,152.434,149.058,146.897,151.021,154.926,161.083,160.442,167.053,167.478,183.053,185.657,189.194,191.074,200.168,212.454,218.757,220.53,233.795,238.414,251.126,252.383,264.767,266.06,273.577,276.326,280.854,284.868,288.661,291.84,289.865,298.431,304.532,305.087,310.444,303,298.479,303.755,296.948,290.653,283.231,271.148,275.27,265.983,279.242,279.102,274.114,269.099,271.571,261.465,251.544,244.54,236.283,228.772,219.321,216.442,208.965,197.371,187.558,185.203,175.58
8/19/2015,132.793,135.773,131.634,147.154,139.327,136.858,129.523,127.601,120.91,116.193,116.109,116.892,111.604,112.715,110.22,106.09,106.023,103.497,105.639,105.411,105.94,109.099,107.857,110.322,119.779,123.876,131.486,131.471,133.952,129.406,129.135,127.428,131.052,126.137,128.962,133.583,131.512,134.049,134.261,134.774,140.727,149.374,153.229,147.79,155.558,159.035,165.127,169.941,174.284,181.888,187.273,188.713,191.196,194.456,210.304,211.462,221.19,228.444,234.706,242.293,237.491,247.988,255.52,255.602,263.278,262.496,266.163,266.066,268.601,272.544,274.025,271.54,267.594,264.992,258.969,252.159,249.428,242.476,241.433,241.289,243.352,244.315,238.215,235.592,234.557,228.445,222.624,216.485,211.716,202.964,197.363,184.542,179.111,171.061,164.943,157.109
8/20/2015,105.246,101.411,96.749,132.457,130.844,124.845,121.7,119.126,115.569,112.537,109.734,107.946,103.983,104.936,102.918,103.918,100.584,99.813,98.359,100.277,102.526,99.345,102.205,103.888,111.8,117.543,122.129,122.193,127.166,126.831,127.208,122.152,125.834,123.537,125.796,123.589,126.967,127.452,131.012,129.93,134.589,131.683,131.608,134.3,140.856,142.169,143.018,140.962,153.433,150.269,152.849,161.254,163.853,169.351,173.192,174.719,177.028,185.531,190.959,198.14,210.023,215.006,222.125,225.048,223.479,225.655,233.835,241.138,242.104,247.468,243.001,245.338,239.117,238.471,230.21,222.532,212.942,212.492,218.307,222.105,230.456,230.842,224.956,219.408,218.2,210.962,204.861,201.589,197.782,194.224,189.357,179.958,166.541,160.85,155.095,148.093
8/21/2015,120.419,118.929,113.018,129.48,127.37,122.992,119.468,114.998,112.318,107.376,109.132,104.364,104.058,104.471,105.753,102.859,100.992,100.271,98.272,101.636,99.667,102.537,108.942,106.074,110.801,117.835,124.143,125.928,134.098,128.777,125.417,124.358,134.242,132.105,132.217,132.141,128.611,131.506,132.096,130.35,131.056,133.326,135.705,134.955,136.983,138.331,139.218,142.591,139.145,141.908,141.984,147.095,145.707,148.641,156.336,161.539,163.744,163.03,164.858,170.965,176.408,179.89,190.038,196.763,207.583,212.606,219.911,222.7,220.947,221.284,222.722,223.247,223.754,226.945,220.922,216.501,215.818,210.135,206.404,212.089,210.776,205.431,206.938,207.607,201.815,204.6,199.893,197.46,196.929,191.011,184.29,179.874,171.138,159.641,157.296,153.57
8/22/2015,88.429,84.599,86.425,130.444,123.454,122.466,117.753,114.329,110.777,107.398,105.325,104.457,102.79,99.273,99.74,99.94,97.076,97.233,97.249,95.058,99.428,98.296,100.393,95.498,99.87,99.444,102.068,104.013,107.732,110.071,110.305,115.976,125.053,125.439,126.758,130.558,141.454,138.1,137.068,144.702,145.363,151.12,151.819,151.854,154.619,158.454,155.208,157.39,165.788,171.351,173.933,187.243,189.115,192.761,198.684,202.002,212.87,223.949,227.499,241.934,246.148,254.575,256.973,254.705,258.364,258.676,258.951,262.645,263.99,255.977,254.643,246.877,248.296,235.239,241.332,233.569,227.447,225.297,215.309,219.386,225.866,220.244,214.411,213.256,212.013,211.344,201.188,195.317,191.256,188.353,183.188,176.961,173.975,171.505,163.357,156.849
8/23/2015,128.259,124.061,120.102,137.605,132.191,128.856,124.041,120.767,117.055,120.345,115.632,111.504,110.263,108.901,109.342,106.065,104.438,103.338,102.643,103.31,102.907,103.473,104.342,104.233,103.952,101.807,101.234,105.003,105.129,111.096,114.722,115.907,119.03,129.048,131.747,136.765,143.2,146.418,149.669,153.727,157.907,159.609,162.397,168.84,181.817,189.717,195.645,208.388,206.48,215.378,219.94,227.526,224.93,232.647,243.547,250.244,257.367,259.028,269.015,270.604,280.579,290.685,290.034,298.257,292.841,302.009,301.64,307.056,297.858,299.901,295.665,289.848,289.802,279.533,271.202,259.14,256.188,253.916,254.307,253.476,262.401,264.418,266.69,254.651,252.296,254.022,251.5,240.861,234.046,233.409,213.03,203.345,187.198,182.389,173.127,158.088
8/24/2015,129.925,126.983,117.245,137.822,130.227,129.133,125.398,121.07,119.307,116.333,111.651,109.12,108.652,108.311,104.204,102.059,101.377,98.483,101.202,98.94,101.296,102.589,106.439,113.339,114.037,118.661,120.374,123.515,130.317,129.446,125.363,125.774,129.011,133.916,132.274,132.579,135.514,140.549,138.698,146.406,148.085,153.197,159.016,163.401,172.07,171.131,182.616,186.63,198.347,199.09,209.544,217.484,228.19,227.786,239.985,245.996,251.036,260.201,268.371,271.17,284.978,287.86,291.499,298.964,304.553,313.843,306.108,305.952,304.805,313.818,308.351,313.626,309.44,313.959,309.129,302.734,300.906,300.399,301.487,297.818,303.95,294.596,293.798,282.765,279.046,272.935,260.694,258.177,248.452,244.512,236.806,225.741,208.46,193.944,183.415,177.461
8/25/2015,155.813,149.744,137.722,150.584,141.891,139.218,135.674,129.021,126.079,123.5,120.774,116.242,112.714,110.006,110.907,112.222,108.328,109.633,109.672,107.877,113.374,111.908,111.111,109.234,119.534,121.843,127.394,135.198,139.7,142.047,139.629,137.284,138.665,143.022,145.934,145.418,144.905,150.123,150.613,152.964,160.197,161.419,166.44,171.011,177.701,178.394,179.147,185.329,193.544,186.408,191.59,194.234,185.577,192.482,195.532,194.109,194.584,196.151,206.727,210.538,210.027,205.011,213.405,219.733,228.138,224.767,227.827,234.705,244.836,244.442,251.8,248.554,257.274,261.897,250.624,252.57,255.7,261.315,270.073,266.195,275.149,283.277,277.479,271.93,262.787,260.842,257.931,249.865,242.534,237.231,230.753,222.387,211.284,197.6,188.365,180.39
8/26/2015,147.075,145.698,137.963,150.145,143.327,140.909,138.351,131.104,131.43,125.684,124.414,118.253,116.193,119.266,117.506,117.96,114.846,113.216,112.466,116.161,119.182,114.511,112.786,118.558,125.889,131.192,134.73,139.267,135.96,137.494,133.645,133.968,138.767,148.456,155.832,157.936,165.503,172.444,172.3,182.713,178.905,190.691,193.243,204.085,214.416,215.153,223.086,229.352,245.748,258.671,261.308,274.492,281.637,297.127,306.951,310.35,315.123,318.871,329.738,336.77,347.746,353.233,362.356,359.455,358.251,366.374,373.028,374.526,365.048,373.904,371.697,369.521,362.245,356.731,355.663,346.64,338.5,334.834,341.45,347.461,345.154,342.397,332.634,329.592,317.947,315.841,306.088,293.797,288.301,278.928,265.325,251.992,233.287,222.187,210.586,202.48
8/27/2015,173.505,164.235,157.071,174.617,162.234,158.426,154.614,145.816,146.827,137.486,130.464,131.231,127.507,122.606,123.36,121.294,120.949,116.161,119.318,118.054,115.725,118.225,122.262,124.457,130.269,133.981,138.629,141.496,141.086,140.689,144.98,145.498,150.888,156.539,166.853,169.675,171.217,173.716,185.054,185.837,192.543,198.034,205.214,210.714,225.803,241.368,244.677,257.522,268.981,282.548,281.199,296.359,295.264,313.467,320.453,333.69,332.765,339.12,348.534,357.625,359.868,376.176,371.129,373.239,387.22,387.379,391.906,396.102,384.938,386.829,378.43,383.444,379.649,367.84,371.749,367.645,351.034,352.499,347.293,352.625,348.987,358.858,352.462,348.007,337.669,333.951,320.07,314.462,309.46,295.154,287.325,272.095,254.905,244.629,226.935,209.285
8/28/2015,144.022,144.092,138.311,180.88,175.926,172.617,169.563,164.792,156.002,152.583,147.692,142.408,139.472,133.858,131.369,134.477,125.524,127.086,128.762,125.9,124.693,120.806,124.937,127.066,137.678,136.604,141.654,144.931,149.056,150.064,146.06,145.098,156.325,153.626,158.293,164.073,170.485,183.758,189.592,203.667,200.671,215.538,223.86,228.213,235.944,256.179,259.534,280.716,287.683,302.654,315.413,314.743,326.103,334.527,344.049,356.834,353.394,368.797,367.969,368.365,382.118,395.218,398.442,396.571,400.048,402.454,404.327,405.146,405.069,399.318,389.028,381.009,378.773,378.847,372.246,359.909,346.431,350.639,344.445,342.714,345.566,344.149,343.724,340.635,345.525,331.998,322.264,319.998,304.067,299.729,282.637,276.034,258.208,249.581,235.886,231.242
