DATE,I01,I02,I03,I04,I05,I06,I07,I08,I09,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19,I20,I21,I22,I23,I24,I25,I26,I27,I28,I29,I30,I31,I32,I33,I34,I35,I36,I37,I38,I39,I40,I41,I42,I43,I44,I45,I46,I47,I48,I49,I50,I51,I52,I53,I54,I55,I56,I57,I58,I59,I60,I61,I62,I63,I64,I65,I66,I67,I68,I69,I70,I71,I72,I73,I74,I75,I76,I77,I78,I79,I80,I81,I82,I83,I84,I85,I86,I87,I88,I89,I90,I91,I92,I93,I94,I95,I96
6/20/2015,150.661,139.298,138.391,129.025,123.044,120.513,113.352,113.267,110.892,104.849,102.409,102.694,99.436,96.698,95.981,94.725,93.246,93.578,91.419,91.649,90.954,92.281,89.887,88.275,88.31,88.834,89.191,92.662,98.905,99.279,102.073,106.239,114.094,119.052,121.068,118.911,124.981,132.451,131.204,138.454,143.482,156.244,158.9,162.429,167.478,178.765,181.553,185.502,198.031,213.159,218.173,223.461,231.748,237.424,236.676,245.444,255.275,261.296,258.661,267.462,274.257,283.707,289.379,290.792,297.176,292.085,297.585,304.237,299.333,296.043,310.614,295.112,292.443,290.52,283.173,271.501,268.157,268.579,258.339,257.26,248.863,241.349,235.519,238.291,237.454,232.94,227.534,225.274,218.842,214.414,203.823,194.04,183.817,177.898,174.676,170.433
6/21/2015,163.362,152.689,145.628,141.987,136.422,130.332,126.957,118.8,118.967,114.266,116.017,111.163,108.579,105.591,102.541,102.989,101.493,99.59,99.644,96.614,99.803,98.301,96.732,98.139,96.433,95.628,96.434,99.802,103.06,103.143,108.911,109.787,106.719,110.344,112.36,119.57,117.706,125.809,135.504,142.046,146.384,155.01,158.414,167.153,169.133,177.219,180.08,184.444,196.968,204.116,211.253,214.482,224.638,225.775,232.953,244.593,247.336,249.634,252.033,257.168,254.926,254.797,253.664,264.156,271.412,264.051,272.144,263.176,260.77,266.179,262.896,262.11,252.81,252.866,244.853,249.993,245.953,239.478,238.12,240.346,240.7,242.029,233.507,240.302,236.884,236.379,228.328,222.527,215.129,213.643,199.79,194.319,185.842,174.973,167.431,153.335
6/22/2015,145.959,142.076,134.659,126.507,123.009,114.42,113.289,108.906,108.259,105.136,100.377,98.76,95.066,93.15,91.606,90.075,89.749,88.34,87.275,87.95,89.513,89.385,93.461,99.917,101.011,103.989,105.003,106.54,113.987,116.702,116.207,116.583,119.44,119.886,120.755,121.799,124.997,124.276,129.43,134.51,142.832,149.125,150.698,157.108,160.212,163.18,171.801,173.691,187.713,193.453,194.012,202.552,210.005,217.17,220.148,217.784,226.528,230.767,232.185,230.958,238.475,247.187,248.343,255.754,268.396,267.548,270.8,270.414,272.117,274.399,281.79,276.758,278.162,276.658,266.773,264.182,253.753,258.199,259.536,253.939,244.285,255.522,251.907,245.437,238.154,235.409,228.201,220.647,213.038,208.059,204.036,193.939,178.818,169.671,161.408,153.585
6/23/2015,141.388,135.17,131.519,122.449,121.29,116.646,110.298,105.865,105.598,101.082,98.987,97.29,96.782,95.931,92.414,95.478,92.301,90.814,90.341,88.697,92.784,92.715,94.714,93.365,98.394,100.107,102.803,107.082,108.278,107.595,110.611,110.512,115.821,118.711,124.005,122.38,127.262,134.123,138.202,133.66,139.867,141.798,146.883,152.913,155.109,161.826,167.615,175.695,184.153,181.029,181.823,189.872,195.336,200.354,205.021,222.64,232.813,235.165,242.407,245.788,247.395,257.488,258.64,261.866,260.531,262.164,264.242,271.613,276.001,281.583,277.331,283.836,282.606,276.178,262.176,265.686,262.98,261.97,248.495,249.768,245.125,238.652,235.751,238.256,233.545,228.46,225.85,218.845,216.053,208.027,197.262,189.569,176.101,173.627,165.802,152.977
6/24/2015,148.159,133.357,123.748,119.137,113.238,112.2,108.048,104.81,101.764,99.692,99.133,96.767,95.835,92.223,93.473,92.121,89.827,89.58,89.149,89.585,93.554,93.079,95.049,96.498,98.465,103.679,104.475,108.009,109.502,111.261,114.582,119.7,119.899,122.574,121.199,123.399,123.308,130.879,135.007,138.933,143.99,144.842,152.567,157.576,162.947,164.554,168.959,175.794,177.204,181.668,183.515,190.991,202.59,213.608,217.01,219.911,228.398,233.372,235.541,245.685,250.323,251.116,248.776,251.676,267.51,272.147,271.243,275.387,279.965,283.681,279.145,282.092,283.936,276.643,271.083,271.805,261.681,258.271,251.421,247.29,252.079,240.776,246.966,245.452,239.561,238.8,233.482,223.24,213.02,210.181,200.792,188.57,181.671,171.471,166.03,153.644
6/25/2015,143.602,132.624,128.45,123.971,117.505,112.864,111.146,110.512,104.711,105.667,101.372,101.052,97.06,94.176,93.19,94.082,92.172,91.654,88.335,89.442,91.957,90.592,90.438,93.663,98.291,100.295,101.784,104.488,110.928,112.315,114.798,116.706,114.058,119.292,118.386,123.912,125.809,127.202,132.124,134.008,137.348,139.946,149.234,149.124,151.168,157.983,164.525,174.942,190.566,201.536,193.564,190.256,199.651,201.554,207.719,219.505,219.671,233.152,238.347,243.139,250.321,261.67,268.242,265.101,268.624,262.108,271.718,270.166,269.928,269.362,274.938,276.808,276.204,273.794,276.234,270.234,267.642,262.728,246.853,238.743,239.293,241.229,234.1,236.264,227.588,234.15,226.149,224.814,211.397,213.317,203.648,189.184,180.752,169.883,164.009,158.52
6/26/2015,148.383,142.036,137.508,131.278,129.16,119.965,113.918,114.28,109.265,108.492,105.55,104.342,100.095,99.903,96.975,94.143,93.204,93.211,92.741,93.018,96.811,99.162,100.628,100.083,101.933,104.418,104.352,108.623,110.975,115.076,117.593,116.868,115.139,117.1,119.621,116.982,120.588,123.926,131.001,136.229,137.627,136.281,144.094,146.802,151.346,158.761,165.7,175.484,187.079,186.706,197.082,202.299,208.437,215.329,219.403,219.188,235.331,241.538,238.039,252.206,260.725,258.086,256.692,255.089,263.393,273.999,276.265,279.141,281.876,282.856,278.712,279.059,275.943,274.015,273.517,267.415,254.39,248.424,247.261,244.07,246.81,239.314,235.619,235.432,228.689,225.062,216.091,220.711,212.888,207.524,196.635,192.575,184.689,183.699,171.273,160.936
6/27/2015,154.072,146.468,136.383,129.104,124.126,117.318,113.945,109.673,107.624,106.789,103.674,99.383,96.763,96.179,92.974,94.909,91.427,92.338,88.466,89.463,91.444,90.093,90.461,87.878,91.311,92.95,94.003,96.792,95.497,98.774,108.091,111.024,111.138,121.378,123.734,124.125,128.57,139.004,139.499,147.225,148.081,151.748,159.777,163.485,167.283,172.897,176.743,182.245,196.105,198.275,195.52,193.936,187.804,182.356,188.322,187.766,186.316,190.014,190.987,188.776,191.612,189.063,185.224,189.577,190.13,188.416,183.592,184.022,183.719,176.462,177.599,177.301,174.526,178.623,176.751,177.408,180.416,183.433,180.284,183.31,189.228,178.407,180.2,188.352,190.88,184.314,180.6,180.632,177.109,177.296,177.572,170.169,161.019,160.105,152.85,147.803
6/28/2015,140.397,137.66,135.879,127.204,122.551,120.046,113.585,113.309,107.133,107.1,101.725,99.197,98.107,97.959,96.461,94.707,95.515,94.991,97.106,95.76,94.501,94.86,90.28,92.202,94.356,95.611,98.348,95.866,97.136,102.472,104.021,104.18,113.75,118.294,125.55,130.162,141.142,147.291,152.365,163.488,165.66,171.271,175.215,180.921,183.572,189.777,201.491,212.978,217.918,225.525,235.201,253.057,259.486,275.709,278.865,283.29,293.993,304.268,303.877,309.165,314.839,320.503,327.66,323.634,316.173,317.992,316.001,317.079,301.622,295.738,296.457,299.45,289.772,295.527,289.096,283.282,284.832,276.991,275.391,269.2,270.836,268.584,270.621,273.939,278.456,275.311,266.605,261.338,243.698,240.849,228.54,228.28,218.382,203.012,192.738,186.429
6/29/2015,182.351,174.716,168.049,161.958,152.784,147.234,143.252,135.007,133.126,128.981,124.923,121.467,120.665,118.418,112.78,113.781,111.143,108.359,108.933,111.647,108.784,111.012,108.935,109.946,115.245,115.715,121.988,122.71,126.548,128.166,132.026,131.874,133.762,137.244,137.377,143.865,145.617,146.84,152.566,162.903,164.523,171.742,184.213,187.422,203.411,214.312,221.418,226.333,233.052,240.814,250.392,262.542,265.957,282.764,285.215,297.884,307.273,307.982,314.931,324.211,323.4,323.048,328.362,319.169,330.257,320.629,318.643,314.964,306.249,315.392,307.669,310.511,308.095,303.856,301.674,303.839,307.888,294.119,293.852,290.885,293.795,292.884,288.091,283.739,285.68,274.546,270.824,258.591,247.837,242.068,240.378,229.291,218.059,203.876,189.227,184.106
6/30/2015,168.541,159.849,159.177,147.281,140.325,140.477,130.702,131.992,126.802,119.281,116.5,114.393,111.693,109.378,107.468,102.728,105.893,104.22,108.094,103.541,105.414,106.965,104.367,113.01,111.548,114.352,118.705,118.08,120.347,126.322,131.015,136.052,136.317,135.198,136.608,143.557,151.066,150.292,155.374,162.608,168.669,173.901,178.67,190.267,199.821,210.316,215.799,221.52,236.773,246.841,251.798,260.632,267.216,271.117,279.717,294.7,298.002,300.912,303.093,305.227,307.836,305.821,302.76,305.551,294.065,296.528,281.157,281.602,274.549,263.644,267.449,261.741,254.875,260.675,260.759,251.849,253.518,256.977,255.044,263.886,267.304,267.497,271.326,270.828,263.15,255.162,251.861,246.137,240.841,237.739,225.803,218.687,214.549,200.115,188.456,183.541
7/1/2015,170.246,161.522,150.662,145.837,141.962,136.032,131.641,128.679,124.829,119.987,116.647,115.199,111.966,109.922,110.334,107.299,108.793,108.603,105.125,104.997,106.802,108.612,110.203,112.86,117.456,121.465,122.204,124.675,122.61,127.206,126.432,133.894,135.582,133.485,135.509,141.904,144.064,149.722,148.833,148.411,146.272,152.922,161.802,161.381,167.516,176.331,184.459,184.069,191.745,195.751,204.682,205.703,211.307,214.312,213.799,211.644,214.719,217.952,224.343,237.334,244.079,239.577,242.848,247.594,250.7,250.057,251.274,248.19,250.591,260.642,258.626,260.677,263.187,260.955,256.838,236.466,241.314,230.298,233.684,235.786,234.884,237.505,234.924,232.788,236.967,239.199,231.926,224.237,221.387,212.996,209.903,197.969,187.28,183.583,176.936,170.868
7/2/2015,157.041,149.705,147.718,136.728,135.934,127.918,125.217,120.085,118.677,116.846,115.385,112.577,113.234,107.727,102.361,100.99,102.212,102.372,101.959,101.144,104.273,106.012,104.122,105.425,110.079,110.441,115.3,113.67,116.701,119.998,119.696,124.302,128.822,130.49,125.763,128.265,130.348,133.569,138.384,140.017,145.099,151.139,156.801,163.517,172.61,180.323,184.316,190.927,194.605,205.484,213.055,215.426,215.942,223.047,234.857,238.775,245.159,258.81,257.35,263.743,270.726,274.365,275.113,284.557,292.231,294.054,298.804,303.522,294.841,295.489,291.586,271.812,279.877,275.146,277.584,272.399,271.264,263.762,251.813,246.033,240.509,245.633,239.909,238.409,243.624,233.939,232.303,228.729,225.527,215.708,207.701,206.035,195.926,187.043,178.426,175.859
7/3/2015,160.392,151.723,144.319,139.541,133.923,133.256,129.059,125.913,122.021,114.407,108.924,108.059,106.611,105.222,103.673,102.871,99.291,100.047,101.041,97.335,97.049,96.768,99.175,97.103,99.969,98.7,98.252,99.716,104.068,108.143,111.044,113.649,121.914,126.15,128.243,132.851,140.425,140.231,147.472,153.553,159.809,164.826,169.272,173.071,174.519,180.263,194.347,200.631,208.866,209.705,217.526,227.27,225.838,232.381,241.987,254.418,253.019,255.065,258.708,269.7,278.198,266.891,270.433,277.463,283.758,286.056,284.866,281.905,279.654,280.238,291.873,283.318,276.57,269.403,265.455,256.561,246.806,244.11,241.673,234.062,233.1,227.773,231.291,224.174,225.79,222.25,214.594,213.161,207.634,201.656,193.754,187.581,183.492,177.978,169.61,160.092
7/4/2015,152.554,145.19,140.371,134.006,131.496,131.21,126.01,120.071,117.632,114.869,107.657,104.419,107.557,102.626,100.277,99.887,100.312,95.777,96.706,96.411,91.727,92.28,93.925,93.081,92.963,95.814,96.3,97.84,99.099,101.067,103.288,106.321,109.424,111.062,109.552,112.398,119.11,123.127,126.126,130.467,135.575,138.634,142.833,145.832,153.216,152.34,163.909,173.727,178.826,176.662,175.585,182.291,187.895,195.42,207.277,214.521,216.209,221.454,231.507,231.781,226.601,226.636,227.913,233.945,240.181,239.65,240.384,233.541,235.274,239.278,235.886,227.793,222.8,220.152,214.638,204.983,207.413,201.391,195.149,185.477,185.735,187.381,180.569,181.624,177.181,172.55,176.519,171.154,169.395,168.474,173.286,166.314,160.052,159.087,152.247,146.412
7/5/2015,137.528,132.998,130.282,126.211,117.813,118.032,111.082,109.564,105.062,100.8,98.717,98.148,97.06,95.427,95.684,94.715,93.063,96.105,95.166,93.98,93.063,91.982,90.616,88.875,91.629,93.68,96.661,97.278,95.049,96.94,96.806,101.843,104.186,106.615,109.221,111.282,118.308,119.212,124.527,126.306,125.625,127.59,130.206,125.339,129.493,133.508,137.992,146.449,147.395,147.131,151.09,155.1,159.41,159.107,162.069,171.766,180.223,186.189,192.596,203.268,207.336,204.834,205.898,209.85,213.133,211.112,220.988,219.109,217.183,215.46,212.326,219.047,216.134,211.289,205.126,192.731,202.297,198.835,193.692,193.342,198.306,199.732,204.681,196.95,193.774,191.441,189.4,177.278,176.12,171.84,166.528,155.601,150.034,141.105,136.728,130.262
7/6/2015,121.227,116.649,113.716,110.517,106.548,103.107,99.519,98.318,95.258,94.275,91.853,92.242,89.442,91.302,88.327,86.453,87.177,87.491,86.27,87.799,87.857,89.828,91.06,92.94,99.609,102.495,101.112,102.725,109.178,110.642,114.925,111.43,108.086,109.251,110.896,110.686,114.852,116.348,114.949,117.558,120.202,121.932,122.396,123.138,123.084,126.801,129.438,130.285,132.559,131.724,137.669,140.424,147.395,153.159,155.081,158.392,165.435,166.464,167.183,171.433,177.434,179.771,177.503,187.53,194.52,199.944,200.338,198.758,194.653,207.154,209.278,207.015,211.222,212.428,208.451,209.675,204.805,201.2,194.301,198.344,201.803,203.093,196.361,192.164,193.006,190.522,188.971,185.87,173.787,174.874,165.752,157.853,146.212,142.552,137.661,128.325
7/7/2015,118.843,111.679,109.947,105.384,102.035,100.892,97.238,94.414,93.33,92.209,90.453,87.294,87.627,84.634,85.245,87.325,86.383,83.814,85.776,86.171,86.114,88.366,88.959,90.54,98.651,103.428,104.219,103.972,107.598,109.142,112.468,116.044,116.882,122.425,116.289,117.168,119.193,123.26,120.397,123.291,124.897,122.868,126.25,131.811,128.787,132.004,132.986,135.15,136.71,136.371,139.073,140.816,151.928,149.837,154.38,160.407,163.32,170.211,174.055,175.886,181.993,183.208,190.054,197.296,200.048,202.454,209.798,203.995,206.58,211.005,212.579,209.677,204.988,208.116,202.408,203.195,198.429,197.926,201.074,193.983,201.319,198.774,197.552,193.324,199.575,196.411,193.468,186.13,180.517,173.377,166.512,161.024,155.637,149.682,142.829,134.241
7/8/2015,129.015,123.79,121.458,115.104,108.448,103.712,102.718,99.213,97.828,95.821,95.736,94.423,92.33,89.994,89.616,91.378,90.29,89.955,90.1,89.59,93.15,94.455,92.765,96.703,98.769,101.405,107.636,108.318,112.1,114.305,119.855,117.22,116.72,119.605,118.407,118.722,121.561,121.654,119.569,124.273,124.534,127.849,124.712,127.919,125.213,124.817,123.653,127.871,127.223,129.065,129.124,127.444,131.512,131.057,132.414,136.986,136.377,133.761,131.42,135.802,139.071,133.686,136.625,141.991,135.188,134.828,138.592,141.249,140.004,142.142,144.853,148.373,149.23,150.322,148.937,148.101,147.931,144.315,148.177,150.395,156.914,160.204,161.863,165.393,160.642,163.084,165.417,165.651,156.764,153.35,147.961,141.24,134.165,127.194,120.688,115.728
7/9/2015,118.1,113.704,108.886,105.444,100.445,98.395,95.744,94.939,92.899,90.564,89.604,86.254,88.064,86.975,87.962,86.661,86.185,86.094,83.898,86.188,84.726,88.808,88.539,88.207,95.242,99.612,100.322,100.939,103.472,109.33,110.484,111.415,108.299,112.502,109.268,110.276,110.994,112.155,112.372,112.294,118.992,119.425,121.346,119.241,122.433,127.836,130.429,127.395,128.496,128.871,130.418,133.343,136.873,133.567,138.137,138.716,141.699,138.278,142.85,143.455,145.113,140.342,141.681,142.267,143.356,140.658,139.813,142.687,140.148,144.158,145.775,153.795,149.278,147.628,144.783,144.908,145.992,147.956,146.452,148.813,149.899,155.04,154.062,157.742,160.11,163.279,157.542,158.943,152.898,151.728,145.627,141.676,136.071,133.181,125.387,117.845
7/10/2015,115.697,110.635,103.488,98.255,97.622,96.737,90.08,87.503,84.467,85.177,82.07,82.324,79.69,80.607,81.115,78.695,76.928,76.699,78.604,77.01,81.484,82.231,86.232,85.253,90.878,94.233,95.037,98.352,101.578,103.743,103.914,105.772,99.071,100.55,102.873,101.875,109.679,112.378,109.546,111.606,113.137,112.177,114.716,116.008,121.472,123.583,122.069,123.663,126.77,125.818,128.793,127.022,131.51,133.335,134.582,136.545,139.36,140.352,141.225,147.706,146.314,154.138,156.704,161.348,162.756,167.527,168.087,173.923,176.586,175.598,172.53,177.436,183.441,180.918,175.735,166.661,164.047,162.451,160.358,159.219,167.117,170.23,169.397,168.392,169.569,168.459,166.865,162.978,160.013,156.636,150.564,148.541,139.879,134.568,129.584,123.403
7/11/2015,119.308,116.308,113.362,106.719,102.431,103.366,99.687,94.643,93.1,89.424,86.611,85.012,84.913,84.279,83.786,82.65,82.181,80.803,79.698,81.368,80.15,81.293,80.528,81.475,83.871,82.737,85.048,88.683,93.441,95.961,96.037,99.764,101.629,103.623,107.202,111.921,115.428,117.654,120.441,123.965,122.954,127.502,133.795,134.119,132.676,136.82,139.992,144.226,145.247,147.986,157.412,151.547,160.155,166.519,175.661,172.813,178.137,179.554,180.974,185.126,189.772,195.836,195.871,203.351,207.258,206.106,197.983,204.754,203.781,200.101,201.782,201.677,203.66,196.67,200.569,195.293,189.277,187.032,182.416,180.107,182.805,184.415,182.717,183.803,177.554,172.851,172.782,169.864,170.102,164.266,158.053,156.173,152.263,147.171,133.43,128.747
7/12/2015,122.497,120.734,117.355,112.831,106.406,102.974,100.059,98.233,96.37,95.021,92.995,91.664,90.6,88.843,89.828,88.594,86.715,85.714,86.767,84.187,87.224,83.613,82.201,80.978,84.656,82.796,86.8,87.662,91.24,96.455,97.8,97.748,97.676,97.534,100.22,106.813,112.384,118.472,121.975,126.808,129.882,132.167,136.46,144.205,149.783,156.444,147.623,153.346,157.66,170.074,169.564,172.807,174.811,179.387,189.983,200.365,210.631,211.812,215.619,218.605,223.568,220.803,220.406,222.78,233.326,233.737,233.225,232.296,235.376,232.348,233.401,231.812,233.907,229.398,224.133,221.035,213.773,206.717,203.286,205.326,209.532,207.307,208.919,217.717,206.076,202.376,201.332,198.05,194.829,189.915,186.361,180.167,172.978,162.854,154.568,144.426
7/13/2015,131.072,127.557,121.374,126.841,121.913,115.757,108.428,107.585,103.194,98.939,99.762,94.353,94.752,93.931,94.716,94.088,91.996,91.572,91.031,90.598,88.769,91.369,93.402,94.403,103.634,103.471,105.244,112.055,113.094,115.143,116.512,120.329,119.391,122.437,125.946,127.56,128.157,131.379,136.435,144.188,145.186,151.985,154.897,161.434,161.851,161.716,163.152,166.164,176.362,183.499,190.043,193.722,203.724,211.203,214.987,224.897,220.873,229.447,226.961,231.529,233.467,240.703,250.429,251.163,257.188,253.024,263.216,260.288,266.784,270.678,273.196,267.158,266.259,264.874,269.666,269.243,272.466,257.967,254.381,244.119,242.797,232.208,240.396,237.112,233.874,228.46,221.909,213.946,209.227,202.893,196.707,187.626,181.355,172.307,161.437,151.462
7/14/2015,0,0,0,125.153,121.045,122.386,113.622,106.027,105.744,103.537,99.27,97.428,97.261,95.797,92.7,91.676,89.15,90.628,88.492,88.625,91.15,91.343,92.418,94.518,99.711,105.523,105.603,104.774,109.004,111.403,117.739,114.515,119.999,124.069,121.954,121.596,125.411,126.334,130.735,135.288,141.088,140.871,144.134,148.161,155.488,157.315,161.635,163.285,170.059,175.276,184.28,189.45,188.367,198.259,204.591,207.113,219.496,223.238,230.858,227.456,237.332,238.762,239.467,243.522,251.709,256.401,260.324,267.192,257.875,260.13,259.639,255.217,257.285,253.506,259.487,247.711,247.511,252.423,239.213,232.654,227.948,232.475,237.022,234.118,236.371,224.983,219.147,221.216,207.242,200.546,195.193,183.343,178.988,170.269,163.326,152.742
7/15/2015,141.792,138.482,126.869,125.655,121.703,115.989,112.248,109.133,108.432,102.543,100.001,99.024,98.589,95.646,96.481,95.338,93.492,93.83,93.701,93.006,95.56,96.745,99.171,101.382,106.54,111.314,110.223,110.909,112.225,116.638,116.85,118.904,117.243,116.401,120.311,123.803,122.321,123.247,123.539,122.96,124.018,129.889,133.043,136.439,135.734,141.403,145.763,151.938,154.319,155.826,161.757,163.873,166.818,176.59,180.408,185.966,188.082,188.856,193.377,200.253,205.509,211.796,216.711,217.711,220.282,227.33,229.098,234.832,235.722,234.117,236.771,248.754,245.535,247.424,240.603,242.494,237.3,229.454,232.545,224.066,221.99,227.534,220.831,222.409,226.308,228.028,225.865,210.205,205.826,196.212,187.037,180.13,173.547,168.334,162.516,149.953
7/16/2015,140.514,135.92,127.379,127.769,120.249,114.425,110.372,106.834,101.554,99.993,97.777,98.36,95.092,93.03,94.56,91.899,90.494,90.93,91.916,90.915,92.222,95.983,95.973,96.569,108.432,107.587,108.604,111.165,113.432,115.914,115.435,114.519,112.534,118.51,118.2,119.151,122.186,126.492,126.601,132.696,136.297,139.298,140.776,142.86,149.843,151.959,157.486,160.119,164.973,170.196,176.555,179.326,182.58,193.638,192.692,196.538,207.512,208.343,214.248,219.607,222.756,229.873,235.892,237.609,237.509,243.755,253.736,247.792,244.568,249.428,251.529,254.962,250.225,257.529,249.754,238.263,235.195,237.274,228.94,216.522,210.759,216.953,216.756,221.869,220.508,214.04,206.316,202.91,205.247,197.451,187.752,183.32,170.316,166.526,155.247,149.755
7/17/2015,143.302,134.751,131.963,124.861,122.161,113.446,111.511,106.71,105.344,103.014,100.722,98.337,97.919,96.287,93.329,93.844,93.412,90.118,89.983,90.956,91.414,95.823,95.909,99.21,105.996,105.691,104.541,106.826,110.521,108.862,114.238,116.268,112.835,113.898,121.149,123.781,123.072,123.384,128.087,124.97,128.989,139.749,141.736,142.978,150.061,157.959,162.053,165.756,174.119,181.093,183.407,183.356,189.409,193.311,200.843,210.206,214.069,218.248,226.785,228.503,230.149,237.562,240.5,254.389,259.312,256.414,256.208,254.834,257.729,257.068,252.33,256.646,254.745,254.865,257.41,251.523,235.282,226.982,225.479,221.447,215.854,217.427,214.731,222.407,210.328,211.523,209.236,204.406,200.715,187.896,185.129,181.43,180.223,171.359,164.132,157.013
7/18/2015,149.637,144.692,138.327,130.002,121.609,119.845,117.255,111.217,111.734,106.816,102.103,101.827,100.419,100.438,98.064,96,95.32,93.467,92.314,93.923,96.019,95.261,93.483,93.342,95.176,98.692,99.402,99.94,104.455,106.58,113.331,119.186,117.297,119.916,121.633,124.836,126.563,131.941,137.432,141.225,139.225,137.153,141.88,140.136,143.495,150.806,153.94,156.072,163.863,163.174,159.815,162.247,163.824,164.94,174.425,174.386,177.041,173.536,168.378,159.974,159.891,157.708,155.444,157.567,155.836,156.711,151.493,152.221,154.077,158.651,158.929,162.724,162.846,161.948,161.372,155.042,153.496,153.847,155.999,162.238,161.002,162.196,157.893,159.088,161.456,164.072,164.93,159.637,154.348,159.239,156.824,153.841,148.317,142.312,138.808,133.802
7/19/2015,123.971,117.786,112.394,109.969,108.045,107.997,105.062,102.495,97.963,101.961,93.672,91.237,90.583,87.015,86.914,87.725,87.156,86.139,85.328,85.151,86.311,84.204,82.659,83.92,85.886,88.028,89.321,91.234,94.169,95.777,102.203,106.924,115.044,116.807,126.7,134.461,139.882,150.899,151.957,159.064,164.568,170.182,184.561,188.224,195.258,199.703,207.6,215.855,221.149,238.894,248.572,251.384,257.227,272.2,272.035,278.975,282.085,291.223,291.022,295.276,296.937,303.038,307.608,306.511,312.741,305.954,309.798,304.261,297.195,284.929,282.259,271.956,270.036,268.579,265.214,261.026,264.922,250.106,252.121,258.937,263.519,265.541,256.875,264.878,268.752,260.109,261.616,251.491,242.946,232.567,224.623,217.021,211.032,203.004,196.389,188.473
7/20/2015,181.884,168.135,162.782,157.651,155.063,151.857,144.464,143.048,135.98,134.387,129.538,125.928,120.467,120.747,118.478,115.588,116.819,118.763,115.665,118.107,119.707,114.605,112.902,114.679,118.991,129.729,127.103,129.787,130.992,136.389,143.64,148.549,147.406,149.874,148.03,152.02,151.757,156.046,163.35,171.414,173.788,172.893,188.496,196.009,201.681,208.741,208.481,209.325,210.713,213.329,214.563,216.558,220.92,224.205,217.011,223.868,233.143,236.234,241.647,241.384,245.938,242.631,249.939,253.214,256.774,267.517,273.547,270.281,278.351,285.583,288.913,284.223,280.406,279.225,279.058,269.205,267.385,272.222,269.708,274.124,267.809,271.719,271.595,270.03,263.155,262.203,251.882,254.145,248.007,231.229,228.414,218.508,212.122,201.197,197.051,186.268
7/21/2015,176.501,164.877,161.331,150.242,149.852,147.566,137.141,137.94,129.313,129.148,131.117,124.14,120.155,119.272,115.374,117.075,113.467,111.987,111.123,108.76,110.653,113.844,113.521,111.011,116.342,123.228,126.36,121.999,127.854,128.076,135.913,136.848,132.296,134.422,135.466,138.956,137.872,141.916,147.708,145.493,142.749,152.617,155.666,161.066,162.231,168.071,165.657,173.235,174.676,168.478,185.673,193.129,194.33,196.776,200.883,203.871,211.871,217.864,219.187,214.739,217.229,226.665,225.514,229.529,229.498,231.199,230.363,233.949,231.87,236.093,236.504,246.742,241.998,243.557,236.614,237.271,238.18,234.453,230.72,230.005,232.646,240.173,231.302,235.022,233.718,228.498,225.297,219.34,214.962,210.248,206.432,198.07,188.472,178.981,170.632,167.298
7/22/2015,164.067,155.212,142.442,140.163,137.804,132.678,131.705,126.429,122.339,121.59,117.641,113.534,114.473,110.358,114.204,113.256,110.319,108.591,105.655,104.465,108.164,106.097,103.863,106.464,114.083,119.18,119.256,123.433,124.609,122.356,127.242,128.768,120.233,119.304,125.609,128.647,133.788,134.068,129.039,129.677,134.997,135.602,133.93,135.965,139.907,141.666,144.926,147.769,152.375,153.138,159.329,163.018,160.177,164.106,168.675,169.795,173.919,176.768,179.955,186.403,192.502,193.202,199.954,199.06,216.179,226.011,224.408,228.319,231.689,232.173,231.57,235.888,240.748,244.051,241.326,232.207,228.284,222.18,218.862,210.099,215.435,221.246,228.107,226.821,226.085,221.803,222.004,217.813,217.437,211.326,201.165,192.708,175.228,170.718,167.267,160.79
7/23/2015,154.763,147.254,143.192,133.593,129.402,126.617,120.204,117.776,114.249,108.291,105.305,105.394,104.041,102.323,100.837,98.542,98.709,97.32,95.378,96.431,96.935,99.351,99.804,105.775,111.077,108.658,111.926,115.965,118.09,116.245,121.709,123.25,117.217,121.549,120.499,118.317,126.191,126.544,124.47,130.171,130.273,130.891,136.243,136.96,139.347,137.718,138.424,140.316,144.52,146.225,151.996,158.843,156.762,171.221,172.904,179.356,183.313,194.579,199.197,200.776,201.142,207.32,218.296,223.708,233.06,241.732,242.285,246.075,247.865,244.901,245.796,242.463,244.974,243.338,240.81,233.751,232.977,225.63,223.772,221.004,224.78,225.892,228.778,228.751,233.189,223.356,230.859,223.137,217.12,210.812,200.833,190.974,181.25,178.64,168.722,160.589
7/24/2015,150.399,141.478,134.516,130.743,128.517,124.068,118.613,111.044,108.504,108.258,104.79,101.866,100.237,97.903,96.543,95.852,94.519,96.008,93.411,92.698,94.638,97.08,97.43,97.874,105.32,106.958,104.586,109.064,116.929,116.282,115.519,119.011,124.209,125.737,125.032,129.094,132.629,131.628,132.71,138.046,146.502,143.996,156.387,159.265,166.97,169.656,173.431,179.729,188.5,193.095,203.705,213.821,213.239,218.728,230.323,234.222,244.865,249.768,264.42,270.442,271.874,271.739,274.423,275.833,276.937,285.339,284.885,280.085,280.327,278.318,287.024,293.497,281.895,285.684,279.555,280.471,274.415,266.365,268.11,263.092,254.609,250.609,252.498,252.976,238.454,249.585,239.544,234.28,224.875,213.435,201.833,200.309,197.96,189.846,184.78,177.402
