19.686,7.3298,12.725,0.87632
18.426,6.7045,11.689,0.89664
16.727,6.3415,10.71,0.90743
17.312,6.6741,11.228,0.9014
16.026,6.1331,10.192,0.91688
17.216,6.374,10.917,0.91184
15.734,6.1286,10.096,0.92052
16.044,6.3023,10.397,0.91674
14.757,5.4471,8.9824,0.93604
